amount,transaction_hour,account_age_days,num_transactions_last_24h,distance_from_home_km,is_foreign_transaction,is_online,class
65.58,13,200,4,6.132476615417909,0,0,0
66.2,15,923,1,5.013358004983495,0,1,0
86.71,4,970,4,3.5185568236985088,0,0,0
118.14,22,2836,3,3.714850834467919,0,0,0
243.12,15,2829,1,8.713991229101577,0,1,0
45.06,12,1642,3,16.986333856862423,0,0,0
66.86,23,71,6,11.417812462643965,0,1,0
124.6,12,187,5,10.369471821228764,0,1,0
22.34,14,296,3,14.418362821959338,0,0,0
48.98,12,1806,7,13.674774071630136,0,0,0
146.47,18,1739,2,14.898789527884766,0,1,0
255.14,11,2290,1,17.106444737708408,0,0,0
43.85,16,1280,0,18.12752300523708,0,0,0
5.03,10,532,4,7.5530682303836345,0,0,0
29.86,18,226,1,21.420245024588446,0,1,0
29.16,13,2201,3,1.3281128114712883,0,1,0
38.24,17,2899,6,10.149161263254982,0,0,0
17.5,7,981,4,0.45464653138025923,0,1,0
162.76,10,176,6,7.6985964247790974,0,0,0
69.77,17,446,2,3.90895569705509,0,0,0
49.01,15,1543,5,6.645037198483207,0,0,0
18.78,13,1042,1,10.9180863914398,0,0,0
99.75,13,722,1,2.7061069519016163,0,1,0
11.2,11,2854,1,13.281144740216734,0,0,0
238.76,8,1007,3,1.2100394856938097,1,0,0
72.55,15,841,1,4.897604083704193,0,1,0
99.39,10,2305,1,7.945694499143759,0,1,0
92.13,13,2064,3,5.443307505044514,0,0,0
230.12,11,2979,3,7.111904976486203,0,0,0
42.97,20,484,1,4.3524335674452885,0,0,0
71.8,17,825,1,1.186807140558126,0,1,0
28.9,14,1124,3,0.5978362330794953,1,1,0
94.71,12,993,3,5.900591549773289,0,0,0
31.35,12,1740,3,5.3679796200577385,0,1,0
55.9,23,2197,3,1.0931136472798118,0,1,0
213.14,9,1120,5,1.2233329345406223,0,0,0
71.17,14,1976,4,8.773301249197637,1,1,0
17.37,9,956,4,1.2939971732773543,0,1,0
23.08,13,1705,4,11.779586211487963,0,0,0
112.2,11,451,1,7.9427717186742495,0,1,0
53.45,12,447,3,5.656134796183635,0,0,0
36.94,12,369,4,0.7870967121981822,0,1,0
54.41,20,1853,3,8.80608788204339,0,0,0
65.2,10,1461,3,4.980972342470641,0,1,0
100.08,19,708,6,6.178577297321343,0,0,0
43.89,9,1662,0,0.03279880040597405,0,0,0
166.22,14,2246,2,8.04659654775761,0,0,0
44.57,14,2330,6,14.785178336599735,0,0,0
42.24,15,2934,2,9.042862475075669,0,0,0
125.66,10,2225,1,0.040827690281436624,0,0,0
52.81,12,1429,7,12.037715562273437,0,0,0
129.22,14,2310,3,8.42045813897234,0,1,0
20.25,14,871,4,12.121878391142381,0,0,0
23.46,8,2829,3,2.9852549637453945,0,1,0
97.81,9,2243,5,0.6415230937273,0,0,0
49.45,14,2446,1,4.240383598882857,0,1,0
24.79,6,620,4,11.574599607627896,0,1,0
50.61,23,1274,4,15.54539600625024,0,0,0
131.68,19,375,4,11.049760687853269,0,0,0
29.04,19,2426,5,10.126983675072905,0,0,0
71.04,9,301,8,1.6031798443161622,0,0,0
144.26,15,1000,3,5.053369228645055,0,1,0
53.76,10,2081,1,1.49628834275468,0,0,0
35.92,21,2600,2,6.354320250616434,0,0,0
42.18,18,2885,5,0.4898229996181529,0,0,0
115.7,14,604,4,13.98996698927331,0,0,0
212.43,15,2927,3,9.8745907690763,0,0,0
290.33,9,2797,3,9.501991184408027,0,1,0
71.68,14,2098,3,9.403697429802207,0,0,0
75.1,15,651,0,11.055752181681857,0,1,0
139.95,19,2796,1,8.129271307723743,0,1,0
172.02,8,1590,5,7.155833595821072,0,0,0
36.43,15,848,4,3.0507061941527684,0,0,0
55.78,18,585,3,14.28056936218215,0,1,0
98.67,14,2868,1,33.222229626433545,0,0,0
152.49,20,1836,4,16.27279022147244,0,0,0
193.68,20,2271,4,3.0456250617462803,0,0,0
105.59,16,1002,4,7.872504426494736,0,0,0
36.32,6,2331,7,6.909258938351291,0,1,0
121.46,12,1379,3,6.9991386505748405,0,0,0
6.95,10,2680,2,15.115439269267192,0,0,0
53.57,13,2759,3,2.0813149277993395,1,0,0
79.42,13,477,5,25.071299029735915,1,0,0
107.39,7,1139,4,10.71427755437163,0,1,0
48.79,9,157,4,9.879561040364418,0,1,0
53.62,13,2678,1,5.001373425116878,0,1,0
11.77,15,1405,3,21.937360420726893,0,1,0
139.15,13,1270,1,9.003229562463623,1,0,0
46.87,12,486,4,0.34896741314904034,0,0,0
122.7,11,2061,0,6.852380030280186,0,0,0
120.81,10,971,3,4.695624558586566,0,1,0
89.71,16,304,0,0.7702641763866236,0,1,0
86.89,2,347,5,2.702453639807766,0,0,0
198.13,10,2294,3,3.6355739128784883,0,0,0
24.47,7,2083,7,3.2604506248488363,0,0,0
96.17,13,1731,2,2.3798136716578555,1,1,0
39.24,15,2249,2,2.1430040458855126,0,1,0
201.42,16,347,1,4.1847425684356505,0,1,0
258.85,11,1219,6,4.280234277054419,0,1,0
172.83,10,2677,2,3.64769354156995,0,0,0
6.69,18,382,3,7.427671369495624,0,0,0
34.77,10,2831,3,6.6819069344153625,1,1,0
25.9,13,502,3,4.891028407704379,0,1,0
71.24,15,220,2,7.904480349709292,0,1,0
127.74,15,1872,5,13.31335812874369,0,0,0
136.05,16,1660,3,15.255961873038308,0,0,0
227.55,13,2669,5,22.03516614787154,0,0,0
182.82,18,300,2,6.1646874960289075,0,1,0
58.62,17,2249,3,3.320634968170962,0,1,0
180.42,13,1265,0,4.500430109994621,0,0,0
675.03,1,374,14,323.2286609354415,1,1,1
144.61,15,650,1,8.414647235578059,0,1,0
109.52,15,1023,2,8.136123520011273,0,0,0
146.73,12,1984,3,18.451456603598174,0,1,0
135.87,15,1553,1,0.0022314848622304595,0,0,0
75.86,9,501,3,8.784392548738978,0,1,0
82.89,14,2321,4,17.02414848468735,0,0,0
55.02,8,2283,6,0.4968534387070509,0,1,0
266.77,11,2640,3,1.6936123208446432,0,1,0
123.39,14,2315,1,8.011893068920235,0,1,0
61.66,21,1539,5,3.1748795851841844,0,0,0
95.37,11,1028,2,7.024576008031522,1,0,0
26.11,13,1475,1,11.157837787048429,0,1,0
47.82,9,1392,2,0.8724668312790591,0,0,0
226.26,9,765,2,1.2699651295337238,0,0,0
37.31,16,168,7,13.501627068097543,0,0,0
61.85,13,925,5,17.394677732236882,0,0,0
65.49,18,2519,4,7.508774751509012,0,1,0
48.73,18,1928,4,9.999022252486103,0,1,0
202.38,9,2622,2,12.329980157526155,0,0,0
104.0,7,517,1,2.7615712350717816,0,0,0
142.33,9,2282,1,3.8231098694787686,0,1,0
39.88,12,1917,3,11.58516977863122,0,0,0
9.7,14,206,6,3.002420668356855,0,1,0
51.97,4,818,2,0.32613930845472616,0,1,0
46.02,15,711,6,0.6201453982568772,0,0,0
62.22,8,2250,2,1.5876552541456013,0,1,0
58.23,9,621,5,19.588247957334417,0,0,0
11.06,9,1735,3,1.3360298391897527,0,0,0
96.48,4,1366,3,0.8267688324829976,0,1,0
135.52,18,352,4,6.9750723904296,0,0,0
61.78,12,1862,2,17.961962589883,0,1,0
109.29,5,2962,3,1.890631624739783,0,1,0
544.41,16,546,5,14.311889855264289,0,1,0
31.36,14,751,3,6.387066964439396,0,0,0
32.74,13,1401,2,7.0300524705907765,0,1,0
59.04,14,595,3,11.349126786729986,0,1,0
137.42,11,1980,2,3.105377898394198,0,0,0
21.43,14,1469,2,0.920573617442078,0,1,0
21.16,15,1858,2,0.5537598693920334,0,0,0
140.08,15,1359,4,3.8988875065900928,0,1,0
177.61,3,1705,5,15.75478961570377,0,1,0
10.85,17,1892,2,2.9878175612747278,0,1,0
62.92,15,1763,3,19.000532397315034,0,1,0
104.09,17,138,1,16.933798021662522,0,1,0
24.79,15,2986,3,0.9162481400272622,0,1,0
22.66,9,2155,3,1.169122606013703,0,0,0
251.13,17,2911,7,6.909812181257352,0,0,0
41.58,6,2853,6,4.334070839438402,0,0,0
156.07,10,813,3,1.5642857016008498,0,0,0
64.47,14,1192,5,17.22607708843106,0,0,0
118.14,16,1300,4,9.98758120032668,0,1,0
106.29,12,2113,3,12.286511313530042,0,1,0
192.22,7,2200,1,0.2504730233230372,0,1,0
34.33,20,1206,4,15.438641735132043,0,0,0
17.53,17,155,2,8.063839937901854,1,1,0
173.15,12,2818,2,5.8440114254886115,0,1,0
22.42,14,696,2,7.403010800841695,0,1,0
110.85,18,1841,8,10.762232815350542,0,0,0
9.76,10,2120,2,12.52610266229348,0,0,0
165.05,8,160,3,9.066507453271758,0,0,0
77.83,16,2819,3,2.9632088208790677,0,0,0
273.23,3,379,3,3.4847617932214305,0,0,0
511.51,0,61,3,256.9251505283056,1,1,1
64.36,14,1305,6,7.8105482646499205,0,1,0
72.78,18,1792,1,13.459733050754814,0,0,0
42.56,11,1062,3,8.655197746706964,0,0,0
105.69,9,2217,6,8.280712661373368,0,1,0
22.25,19,1845,2,3.5205689858699305,1,1,0
76.71,12,1289,4,1.6764999091875517,0,0,0
153.61,8,2855,5,3.775793248563801,0,1,0
107.57,11,479,5,6.803763158143673,0,0,0
77.27,16,1493,2,10.144311223669437,0,0,0
28.09,12,2880,2,12.453099469616678,0,1,0
86.97,12,2022,4,5.260765144228436,0,1,0
128.99,8,1311,5,4.438725671441706,0,1,0
100.81,16,42,6,3.351403058039554,0,0,0
240.18,12,1799,2,8.568809480337952,0,0,0
66.96,14,746,1,5.335214506594029,0,0,0
8.6,19,2004,2,2.4621799834282023,0,0,0
52.07,12,809,4,0.06127689974292583,1,1,0
60.3,16,955,2,6.257876526498013,0,1,0
124.45,14,373,5,14.727232304693361,0,0,0
13.65,14,1607,1,0.21714731250839314,0,0,0
164.18,12,972,6,0.8715563327052234,0,1,0
70.75,18,1800,4,2.2192663451344297,0,0,0
86.22,11,650,2,5.306450744159215,0,1,0
236.39,1,197,6,686.8399322174569,1,1,1
44.05,18,1102,4,7.299337383037266,0,0,0
104.15,15,1688,1,0.6835924669630407,0,0,0
79.14,13,1581,2,7.657133109135392,0,1,0
344.71,13,2663,1,14.238334245333167,0,0,0
76.16,18,1749,2,7.865706486182255,0,1,0
74.28,10,1271,3,0.10687177845260187,0,0,0
56.29,23,906,3,11.54213233660499,0,1,0
172.06,3,428,2,0.1827601740433593,0,1,0
70.5,12,2880,9,13.2329530671837,0,0,0
111.08,11,2224,5,13.041725054215583,0,0,0
41.82,15,1023,3,0.8939466547922708,0,1,0
86.89,23,2979,3,11.265509290172798,0,1,0
59.11,13,1574,3,2.558604580450849,0,0,0
83.9,9,2629,3,4.853878541835117,0,1,0
273.38,5,246,13,531.892661613931,1,1,1
22.57,16,2126,4,13.973781444218092,0,1,0
68.49,19,756,1,9.762893263365914,0,1,0
26.43,14,435,2,6.923312696155195,0,1,0
11.83,18,1804,4,3.592306801478334,0,0,0
25.89,17,855,2,13.27619568159201,1,0,0
43.43,13,2149,0,10.224478821055367,0,0,0
38.27,9,387,1,2.9357644297636942,0,0,0
119.23,7,1612,2,13.768059433034354,0,1,0
23.27,14,2561,6,4.885985150050232,0,1,0
31.04,1,945,3,8.185669156538621,0,1,0
66.58,9,1432,2,12.902510799499002,0,0,0
57.99,11,1059,3,19.095880255699594,0,0,0
48.91,16,708,3,3.058128374612293,1,0,0
69.79,12,2552,9,8.734591829162301,0,1,0
122.39,18,2128,4,23.070663318764925,0,0,0
103.43,9,2042,3,4.416251454013281,0,0,0
36.76,18,543,3,3.494165115306659,0,1,0
23.54,8,1913,4,9.82978076683273,0,1,0
55.45,12,2212,6,14.191605716612711,0,1,0
74.63,14,2687,2,0.5631893537678856,0,0,0
38.82,11,2550,2,0.016644496015556065,0,1,0
326.33,18,2360,5,6.1186950080235665,0,0,0
47.96,10,643,3,5.912808949407633,0,0,0
67.79,5,2558,4,6.0659309683452465,0,1,0
60.21,18,1372,1,1.9499520660499936,0,0,0
32.33,14,1355,5,9.728331627405257,0,0,0
595.78,1,166,7,70.67879571096648,0,1,1
61.42,2,1945,6,12.539842733302034,0,0,0
77.02,3,432,1,10.875427166264464,0,0,0
186.6,9,1197,5,6.894464553937333,0,0,0
99.77,12,2997,5,9.018893284299885,0,1,0
88.65,14,72,3,21.752654490959387,0,1,0
32.57,11,1439,2,5.702484573320991,0,0,0
53.41,7,1191,0,0.108583644303752,0,0,0
38.18,18,559,5,0.6331358976960697,0,1,0
92.22,15,263,1,5.50204751963292,0,0,0
109.26,15,2196,1,24.340932106932566,0,0,0
16.38,19,1978,1,12.615929847887802,0,1,0
57.54,16,1738,5,3.252520566228853,0,1,0
176.0,5,1005,1,17.50557623958923,0,0,0
145.39,10,444,4,5.2541811948164465,0,0,0
19.09,12,2653,4,3.546637704836223,0,0,0
141.24,11,100,1,11.0315711445466,0,0,0
45.99,19,2666,1,2.97065430725066,0,0,0
38.11,6,2865,2,4.883193201227343,0,0,0
169.84,19,566,4,9.757424742682764,1,0,0
64.88,12,1357,6,8.862606301916859,0,1,0
34.76,9,1304,4,4.323025830378346,1,0,0
70.99,17,2856,7,6.902391417919986,0,1,0
108.63,14,2923,1,5.445881061730308,1,0,0
77.93,17,1794,2,9.777086804475282,0,1,0
81.59,15,224,2,12.486141202973556,0,1,0
40.13,12,2720,3,7.212252663052114,0,0,0
147.41,8,698,3,3.61487829940521,0,0,0
87.34,6,1242,1,9.573345800753522,0,0,0
35.34,16,2291,5,2.5833712926343027,0,1,0
163.72,2,1124,6,2.63124377423096,0,1,0
11.46,16,776,8,6.242182325963192,0,1,0
299.69,14,2445,6,4.216551315977196,0,1,0
56.26,15,1722,2,2.695846432394551,0,0,0
128.27,18,255,5,1.1563740024856983,0,1,0
75.22,4,1903,2,3.3867283019146353,0,0,0
7.63,10,808,2,9.407657942350598,0,0,0
34.15,17,163,5,4.099681425740814,0,0,0
82.87,22,223,4,7.434736619142745,0,1,0
30.16,18,2393,2,5.318072004270129,0,0,0
21.13,14,295,2,18.53010300357853,0,1,0
42.81,15,2889,5,3.4831292277515535,0,1,0
56.54,17,2494,2,5.573702991904099,0,0,0
88.82,17,263,7,2.2336845875673945,0,0,0
65.38,14,446,3,2.3522994929067673,0,0,0
238.43,22,761,2,14.1259578262794,0,0,0
20.81,13,487,2,6.803561720667549,0,0,0
86.67,14,1389,1,7.220951998450202,0,0,0
29.23,10,2768,3,12.614371788442346,0,1,0
10.42,12,1719,1,7.594484871264505,0,1,0
107.46,18,2141,3,14.476797041110439,1,0,0
40.67,20,1597,3,2.9631778255299857,0,0,0
39.8,20,2495,3,22.000850463399605,0,0,0
45.47,10,1273,6,31.2546428761732,0,0,0
57.77,12,485,6,4.689926572374186,0,1,0
96.73,11,1491,3,3.249765754820171,0,1,0
108.22,14,2910,5,3.989358667475946,0,1,0
51.92,11,2618,2,9.420030923950886,0,1,0
96.87,13,1555,1,1.3575493786739434,0,1,0
111.2,13,1555,0,6.101464745184803,0,0,0
74.19,8,775,2,3.5355863210170746,0,1,0
90.59,11,2883,2,0.6878606916897221,1,0,0
89.33,13,2865,2,0.672364323950136,0,0,0
46.48,19,1275,6,3.2590432409657772,0,0,0
68.13,21,1139,5,8.548792314948647,0,1,0
16.31,10,262,0,7.349814695162664,0,1,0
11.05,14,754,3,4.289775236109942,0,0,0
18.37,4,719,2,5.570796237784982,0,0,0
83.89,9,2729,4,6.221577138553255,0,0,0
44.97,9,452,2,1.2727505250521514,0,1,0
146.19,11,2186,1,12.298714498337265,0,0,0
101.1,8,2375,5,8.95673429815688,0,1,0
64.57,13,265,1,4.25043911823885,0,0,0
104.45,11,2693,0,3.997054786050245,0,1,0
93.81,21,2826,4,5.512501534153965,0,1,0
34.56,6,2459,5,11.286015479525695,0,0,0
32.04,11,2189,3,1.4216519804347776,0,0,0
27.1,14,872,0,2.6853129683913304,0,0,0
125.38,13,2205,1,1.655576037128228,0,0,0
110.77,15,748,2,19.124176365893373,0,1,0
67.67,13,1075,5,5.553007413113144,0,0,0
95.25,17,1326,3,7.77527029024985,0,0,0
79.96,17,1477,2,7.680164503648455,0,0,0
23.32,9,2667,1,14.166492644091903,0,0,0
108.99,17,2046,4,6.2722086569093936,0,0,0
49.64,11,416,3,1.2144149718995472,0,0,0
42.83,12,2319,3,7.735578886956623,0,0,0
79.2,7,1790,4,1.1832468727270724,0,0,0
231.94,5,2607,1,11.67390973000293,0,1,0
87.96,14,1374,4,2.847717805443851,0,1,0
5.98,13,2497,3,9.500220918468724,0,0,0
24.53,12,1025,3,4.99848300051386,0,1,0
37.79,10,2838,3,4.184825179001908,1,1,0
36.38,23,1772,2,7.873082668084951,1,0,0
35.48,17,626,3,3.3147384525851438,0,0,0
34.1,20,414,4,8.674773964335357,0,0,0
42.93,13,2982,4,6.361403530900311,0,0,0
16.36,9,1157,5,2.591780583948648,0,0,0
153.7,12,1907,3,10.493509972448432,0,0,0
26.53,16,2199,1,6.6802934926747195,0,0,0
24.04,15,2118,1,2.332731705700927,0,0,0
108.08,12,2069,5,19.317037170177457,1,1,0
17.6,17,782,4,0.8629846053453694,0,0,0
29.84,16,1572,1,5.098480157184208,0,0,0
23.66,15,1707,3,7.034097508604863,0,0,0
61.5,12,1889,2,11.54645420236708,0,0,0
13.24,10,1605,6,3.889138674070788,0,0,0
300.81,14,1129,9,6.605497637032956,0,1,0
88.0,5,1028,4,9.512720790388027,0,1,0
22.97,20,366,6,14.072702286645526,0,1,0
196.92,19,524,2,3.322009691040969,0,0,0
35.46,14,418,4,0.5554422158393235,0,1,0
73.71,11,1163,2,27.038825372006407,0,1,0
126.97,17,202,0,6.622615297535629,0,0,0
109.07,10,505,1,11.425336524524585,0,0,0
31.05,15,2154,2,2.183307833642268,0,0,0
113.05,12,2412,6,6.554666882083127,0,0,0
79.29,18,2602,4,10.510985663850683,0,1,0
88.58,12,89,3,3.5390385055141724,0,0,0
112.33,16,1966,3,2.6655488671601644,0,0,0
95.6,19,754,2,1.1620978011406544,0,1,0
83.75,9,1564,5,3.4808871556491026,0,1,0
2.52,18,73,0,1.9866504918597503,1,0,0
97.61,9,1873,1,17.681262801295933,0,1,0
40.52,19,858,0,17.24853565912671,0,0,0
90.61,17,2443,3,3.569368909310162,0,0,0
62.98,19,1678,4,2.162270724463402,0,1,0
87.28,10,1844,2,5.047716302632617,0,1,0
21.17,16,2305,3,7.063703820197709,0,1,0
7.39,18,621,2,4.7160139199994475,0,1,0
84.75,12,2037,2,9.460742049244024,0,1,0
8.15,15,101,2,7.65391273252234,0,0,0
60.81,15,2235,5,1.2656156537004422,0,0,0
18.99,16,602,2,3.1766983389208834,0,1,0
58.13,10,1708,5,12.868399490677596,0,1,0
196.22,10,351,2,9.200889861135192,0,1,0
9.39,16,1536,0,1.8348132635681909,0,0,0
25.81,15,864,1,7.801644694865304,0,0,0
3.45,11,939,1,2.082927831092606,0,0,0
35.68,15,2513,2,4.884851305588956,0,1,0
160.93,19,2978,2,8.163475680908888,0,1,0
29.68,16,2351,2,14.627062248029294,0,1,0
85.6,10,159,2,2.1483078263123003,0,1,0
48.64,17,1848,3,1.7915659510331245,0,1,0
48.17,9,1075,0,6.757839063453261,0,0,0
137.88,5,1474,2,16.342586869022153,0,1,0
36.38,9,2873,2,0.9119889958352685,0,1,0
44.92,16,702,3,13.06621898500828,0,0,0
195.43,13,172,10,3.56236034364788,0,0,0
130.33,16,2696,4,8.5003040755531,0,1,0
35.64,18,2151,4,1.5033106669281908,0,1,0
25.66,11,454,3,11.518232189658388,0,1,0
135.61,6,2519,0,4.270804282170651,0,1,0
41.09,14,1851,0,7.693071084165714,0,0,0
58.2,12,2835,2,18.229471595172633,0,1,0
88.51,11,198,2,17.925808456343027,0,0,0
70.2,17,941,1,11.195249957100359,0,0,0
9.05,13,1371,2,11.759549763164216,0,0,0
77.0,13,461,4,15.239140631765377,1,1,0
35.16,12,646,2,2.099775683460513,0,0,0
205.44,13,2966,4,5.147187429095837,0,0,0
99.7,17,1278,4,4.0250758771291775,0,1,0
41.95,12,1188,2,20.061775165529923,0,0,0
7.14,14,2109,4,14.513535890171818,0,0,0
89.48,14,607,4,15.324672660708744,0,0,0
33.11,15,30,3,6.1876526757556665,1,1,0
32.59,13,1827,2,3.996214408247221,0,1,0
54.55,20,764,6,13.201658852036456,1,1,0
124.53,7,2149,3,1.8867482369371187,0,0,0
30.43,11,227,3,3.345176054360353,0,0,0
18.88,17,1819,5,9.716146009921378,0,1,0
99.49,19,2727,3,17.157653103409505,0,1,0
18.61,18,925,2,6.492715846259032,0,0,0
85.36,17,686,3,11.106052552457127,0,1,0
33.12,17,2009,5,5.731055365247814,0,1,0
11.86,10,401,4,12.442296274473996,0,0,0
186.42,16,2472,5,7.891915419445899,0,0,0
65.86,15,916,3,10.177850448487092,0,0,0
61.07,5,2963,2,9.917533649769595,0,0,0
121.57,13,1181,3,2.164496365925208,0,0,0
69.82,10,1258,3,12.102702271203253,0,1,0
15.74,12,1014,1,12.744668698176254,1,1,0
69.41,19,1532,4,11.424379392414028,0,1,0
164.22,17,1764,5,3.0919487068708267,0,1,0
54.94,15,2524,4,4.689024798555581,0,1,0
130.98,14,402,2,7.053947877203458,0,0,0
11.36,12,740,3,6.213687309249715,0,1,0
77.98,14,399,2,15.794152144133827,0,0,0
4.45,20,584,5,15.719745912791327,1,0,0
27.78,13,1615,5,12.452089837991112,0,1,0
98.41,14,2867,0,19.150021323946163,0,1,0
105.86,16,2955,0,1.8868792191426298,0,1,0
92.05,18,1116,0,17.37093291886775,0,0,0
72.48,19,2912,2,1.77285383301072,0,0,0
42.0,11,119,4,1.7116452910852256,0,0,0
109.46,15,342,2,6.722224890523576,0,0,0
127.11,15,2138,3,7.846861650214475,0,0,0
68.39,13,2580,5,3.674918559219285,0,0,0
167.48,9,1279,1,29.675719404052398,0,0,0
138.22,15,2270,3,6.109236139431793,0,1,0
104.19,13,1669,1,11.106348231650855,0,0,0
55.55,15,882,3,7.484807035868169,0,0,0
167.24,17,288,3,5.645611006673396,0,0,0
45.96,18,136,2,0.7896039204742511,0,0,0
57.8,11,721,2,6.990115376577737,0,1,0
12.0,8,1522,3,3.8900007362636693,0,1,0
270.43,15,2533,0,7.699982041042286,0,0,0
164.73,15,2045,4,6.693244555588599,0,0,0
37.24,17,422,1,7.478048398120986,0,1,0
86.06,13,1796,1,0.9688658709897,0,0,0
152.93,14,2364,4,7.595815109470944,0,1,0
47.93,10,2804,3,7.986380675086686,0,0,0
54.5,15,2993,5,7.469513902429094,0,0,0
72.9,11,485,3,14.483993839660435,0,0,0
58.92,10,463,3,2.940650350122429,0,1,0
96.15,16,816,2,2.8570944456312475,0,1,0
4.86,10,2646,5,4.672893372383982,0,0,0
49.92,16,1342,2,4.395116540861897,0,0,0
26.8,12,531,4,8.001742546077738,0,0,0
297.5,5,75,4,409.124135772708,1,1,1
105.4,18,2792,4,4.977568887240246,0,0,0
190.6,18,2734,3,9.109707009654016,0,1,0
183.35,20,1022,3,6.016160798363758,0,0,0
93.37,12,1183,5,5.231335621003928,0,0,0
43.9,15,968,2,0.9295806885971798,0,0,0
53.7,14,2687,1,8.829648309361962,0,0,0
158.3,12,2022,3,12.155651540354956,0,0,0
223.82,13,1240,0,11.315896825624348,0,0,0
124.45,21,2347,2,4.936507934616734,0,0,0
161.19,15,320,4,2.611499192871232,0,0,0
210.64,15,1135,2,7.114434549437245,0,0,0
88.1,11,987,3,1.2026561115156849,0,1,0
33.04,16,1332,3,7.517059533298724,0,0,0
29.62,7,486,2,10.062646755597639,0,0,0
122.53,15,1634,3,0.9475974046240427,0,1,0
57.17,14,2956,3,14.249825218059975,0,1,0
52.6,14,1704,3,2.3970124294153514,0,0,0
109.18,12,2593,3,3.337304873964664,0,1,0
83.72,11,1782,8,8.05480380023247,0,0,0
98.09,9,1116,6,2.2072439683731337,0,1,0
49.25,7,120,4,10.170589230679592,0,1,0
93.06,8,1535,1,6.657174773321724,0,0,0
16.25,22,382,1,4.635009862755753,0,1,0
74.38,7,2433,0,6.795165653988918,0,0,0
70.31,14,1862,7,8.67017489902258,0,1,0
73.93,9,1115,0,6.885068719019289,0,0,0
293.56,15,2652,1,2.625474106065031,0,0,0
359.96,0,19,4,671.737512399603,0,1,1
6.8,18,2185,2,9.762104792324974,0,0,0
170.41,5,205,5,221.79014385073006,1,1,1
120.19,17,2106,0,11.704256659182242,0,0,0
20.13,10,237,1,0.6009051302974111,0,1,0
